Brand,Labelled energy consumption (kWh/year),New Star,Prog Name,Prog Time,standbyPowerUsage,Tot Wat Cons,Water_Softener,Water Consumption (litres)
Westinghouse,295,3.0,Eco 50 DegC,194.0,0.45,11.23,No,11.8
Westinghouse,295,3.0,Eco 50 DegC,194.0,0.45,11.23,No,11.8
Bellissimo,320,3.0,ECO,185.0,0.50008,12.02,No,12.2
Astivita,287,3.0,ECO,174.2,0.49,12.3,No,12.3
Haier,206,4.5,Eco,303.0,0.5,10.8,No,11.1
Haier,206,4.5,Eco,303.0,0.5,10.8,No,11.1
Haier,206,4.5,Eco,303.0,0.5,10.8,No,11.1
Haier,206,4.5,Eco,303.0,0.5,10.8,No,11.1
Haier,206,4.5,Eco,303.0,0.5,10.8,No,11.1
Artusi,265,3.0,ECO,172.0,0.46,10.2,No,10.5
Artusi,230,4.0,ECO,195.0,1.03,11.98,No,12.0
Bellini,267,3.0,ECO,186.06,0.48,10.7,No,10.7
Bellini,267,3.0,ECO,186.06,0.48,10.7,No,10.7
Bellini,267,3.0,ECO,186.06,0.48,10.7,No,10.7
Bellini,267,3.0,ECO,186.06,0.48,10.7,No,10.7
Bellini,267,3.0,ECO,186.06,0.48,10.7,No,10.7
Bellini,267,3.0,ECO,186.06,0.48,10.7,No,10.7
Bellini,267,3.0,ECO,186.06,0.48,10.7,No,10.7
Belling,259,3.5,ECO,200.0,0.47,12.0,No,12.0
TECHNIKA,269,3.5,ECO,184.0,0.47,12.6,No,12.6
Bellini,267,3.0,ECO,186.06,0.48,10.7,No,10.7
IKEA,193,3.5,ECO,190.0,0.47,10.7,Yes,11.0
STIRLING,274,3.0,Normal,112.0,0.031,11.3,No,11.8
ONIX,274,3.0,Normal,112.0,0.031,11.3,No,11.8
Bellini,205,3.0,ECO,181.89,0.47,10.9,No,17.0
Bellini,205,3.0,ECO,181.89,0.47,10.9,No,17.0
Bellini,205,3.0,ECO,181.89,0.47,10.9,No,17.0
Belling,246,4.0,ECO,195.0,0.43,12.0,No,12.0
Artusi,205,2.5,ECO,160.0,0.533,9.157,No,9.2
Artusi,205,2.5,ECO,160.0,0.533,9.157,No,9.2
Artusi,205,2.5,ECO,160.0,0.533,9.157,No,9.2
Artusi,205,2.5,ECO,160.0,0.533,9.157,No,9.2
V-ZUG,182,4.5,ECO,205.0,-,12.8,Yes,27.0
V-ZUG,200,4.0,ECO,176.58,-,15.3,Yes,15.3
IKEA,235,3.0,ECO 50 degree C,175.0,0.33,8.7,Yes,9.4
LG,246,4.0,Eco + Energy Saver,174.0,0.46,10.1,Yes,11.1
LG,246,4.0,Eco + Energy Saver,174.0,0.46,10.1,Yes,11.1
LG,246,4.0,Eco + Energy Saver,174.0,0.46,10.1,Yes,11.1
LG,246,4.0,Eco + Energy Saver,174.0,0.46,10.1,Yes,11.1
LG,246,4.0,Eco + Energy Saver,174.0,0.46,10.1,Yes,11.1
LG,246,4.0,Eco + Energy Saver,174.0,0.46,10.1,Yes,11.1
LG,246,4.0,Eco + Energy Saver,174.0,0.46,10.1,Yes,11.1
LG,246,4.0,Eco + Energy Saver,174.0,0.46,10.1,Yes,11.1
LG,246,4.0,Eco + Energy Saver,174.0,0.46,10.1,Yes,11.1
LG,246,4.0,Eco + Energy Saver,174.0,0.46,10.1,Yes,11.1
V-ZUG,171,4.5,ECO,172.5,-,11.5,Yes,11.5
Devanti,315,3.0,ECO,180.0,0.4999,12.03,No,12.03
POLO,267,3.0,ECO,186.06,0.48,10.7,No,22.0
V-ZUG,113,5.5,ECO,195.8,-,11.9,Yes,11.9
V-ZUG,206,4.0,ECO,175.42,-,11.5,Yes,11.5
Belling,246,4.0,ECO,195.0,0.43,12.0,No,12.0
Euromaid,259,3.5,ECO,170.0,0.47,12.0,No,12.0
KLEENMAID,265,3.0,ECO,170.0,0.46,10.2,No,10.5
Omega,246,4.0,ECO,203.92,0.43,12.0,No,12.0
Omega,246,4.0,ECO,203.92,0.43,12.0,No,12.0
Omega,246,4.0,ECO,203.92,0.43,12.0,No,12.0
Omega,267,3.0,ECO,186.054,-,10.7,No,10.7
V-ZUG,168,4.5,ECO,176.97,-,8.8,Yes,8.8
Bellissimo,253,3.0,Normal,112.0,0.022,11.5,No,11.5
BOSCH,268,3.0,Eco 45 degrees,135.0,0.127,13.47,No,13.5
BOSCH,268,3.0,Eco 45 degrees,135.0,0.127,13.47,No,13.5
BOSCH,268,3.0,Eco 45 degrees,135.0,0.127,13.47,No,13.5
BOSCH,235,4.0,Eco 45,167.0,0.074,11.85,Yes,12.0
BOSCH,235,4.0,Eco 45,167.0,0.074,11.85,Yes,12.0
BOSCH,235,4.0,Eco 45,167.0,0.074,11.85,Yes,12.0
Blaupunkt,256,3.0,ECO,171.13,0.46,10.2,No,22.0
Blaupunkt,256,3.0,ECO,171.13,0.46,10.2,No,22.0
Blaupunkt,256,3.0,ECO,171.13,0.46,10.2,No,22.0
Blaupunkt,256,3.0,ECO,171.13,0.46,10.2,No,22.0
Blaupunkt,256,3.0,Normal,171.13,0.46,10.2,No,22.0
Blaupunkt,259,3.5,ECO,168.5,0.47,12.0,No,25.0
Smeg,230,4.0,ECO + Dry assist,281.0,0.64,10.15,No,10.4
Smeg,230,4.0,ECO + Dry assist,281.0,0.64,10.15,No,10.4
Smeg,230,4.0,ECO + Dry assist,281.0,0.64,10.15,No,10.4
Smeg,230,4.0,ECO + Dry assist,281.0,0.64,10.15,No,10.4
Smeg,230,4.0,ECO + Dry assist,281.0,0.64,10.15,No,10.4
Smeg,230,4.0,ECO + Dry assist,281.0,0.64,10.15,No,10.4
Smeg,230,4.0,ECO + Dry assist,281.0,0.64,10.15,No,10.4
Smeg,230,4.0,ECO + Dry assist,281.0,0.64,10.15,No,10.4
Smeg,230,4.0,ECO + Dry assist,281.0,0.64,10.15,No,10.4
Smeg,230,4.0,ECO + Dry assist,281.0,0.64,10.15,No,10.4
Smeg,230,4.0,ECO + Dry assist,281.0,0.64,10.15,No,10.4
COMFEE,282,3.0,ECO,186.06,0.48,10.7,No,10.7
COMFEE,282,3.0,ECO,186.06,0.48,10.7,No,10.7
COMFEE,282,3.0,ECO,186.06,0.48,10.7,No,10.7
Artusi,267,3.0,ECO,186.0,0.48,10.7,No,10.8
Artusi,267,3.0,ECO,186.0,0.48,10.7,No,10.8
Artusi,267,3.0,ECO,186.0,0.48,10.7,No,10.8
Artusi,267,3.0,ECO,186.0,0.48,10.7,No,10.8
Westinghouse,294,3.5,Eco 50degC,158.0,1.3,12.84,No,13.5
Westinghouse,294,3.5,Eco 50degC,158.0,1.3,12.84,No,13.5
Westinghouse,294,3.5,Eco 50degC,158.0,1.3,12.84,No,13.5
Westinghouse,294,3.5,Eco 50degC,155.0,0.08,13.4,No,13.5
Westinghouse,294,3.5,Eco 50degC,155.0,0.08,13.4,No,13.5
Westinghouse,294,3.5,Eco 50degC,155.0,0.08,13.4,No,13.5
Esatto,270,3.0,Eco,186.06,-,10.7,No,22.0
Esatto,270,3.0,Eco,186.06,-,10.7,No,22.0
Esatto,270,3.0,Eco,186.06,-,10.7,No,22.0
Esatto,270,3.0,Eco,186.06,-,10.7,No,22.0
Esatto,270,3.0,Eco,186.06,-,10.7,No,22.0
De’Longhi,238,4.0,Eco,195.0,0.7,11.69,No,11.8
BEKO,263,4.0,Eco 45°C,196.0,0.382,12.65,No,13.0
De’Longhi,238,4.0,Eco,195.0,0.7,11.69,No,11.8
De’Longhi,238,4.0,Eco,195.0,0.7,11.69,No,11.8
Westinghouse,295,3.0,Eco 50 DegC,194.0,0.45,11.23,No,11.8
Westinghouse,295,3.0,Eco 50 DegC,194.0,0.45,11.23,No,11.8
Westinghouse,295,3.0,Eco 50 DegC,194.0,0.45,11.23,No,11.8
Glen Dimplex,324,3.0,Eco 45°,125.0,0.458,15.03,No,15.3
EURO,189,3.5,ECO,209.0,0.478834,11.0,No,11.0
EURO,189,3.5,ECO,209.0,0.478834,11.0,No,11.0
EURO,189,3.5,ECO,209.0,0.478834,11.0,No,11.0
Duos,267,3.0,ECO,186.06,0.48,10.7,No,10.7
FUJIYAMA,274,3.0,Normal,112.0,0.031,11.3,No,11.8
AEG,246,4.0,ECO,179.0,0.23,11.86,No,12.2
AEG,246,4.0,ECO,179.0,0.23,11.86,No,12.2
AEG,246,4.0,ECO,179.0,0.23,11.86,No,12.2
AEG,246,4.0,ECO,179.0,0.23,11.86,No,12.2
AEG,273,3.5,Eco,179.0,0.21,11.18,No,11.2
AEG,273,3.5,Eco,179.0,0.21,11.18,No,11.2
Baumatic,324,3.0,Eco 45°,125.0,0.458,15.03,No,15.3
Venini,324,3.0,Eco 45°,125.0,0.458,15.03,No,15.3
Euromaid,324,3.0,Eco 45°,125.0,0.458,15.03,No,15.3
Euromaid,324,3.0,Eco 45°,125.0,0.458,15.03,No,15.3
Euromaid,324,3.0,Eco 45°,125.0,0.458,15.03,No,15.3
Euromaid,324,3.0,Eco 45°,125.0,0.458,15.03,No,15.3
SEIKI,292,3.0,ECO 50℃,295.0,0.47,8.8,No,8.8
Robinhood,293,3.0,ECO,185.0,0.46286,10.981,No,11.8
Robinhood,293,3.0,ECO,185.0,0.46286,10.981,No,11.8
Robinhood,293,3.0,ECO,185.0,0.46286,10.981,No,11.8
Fulgor,230,4.0,ECO,195.0,1.03,11.98,No,12.0
De’Longhi,267,3.0,ECO,186.0,0.48,10.7,No,10.7
De’Longhi,267,3.0,ECO,186.0,0.48,10.7,No,10.7
De’Longhi,267,3.0,ECO,186.0,0.48,10.7,No,10.7
Artusi,256,3.0,Normal,171.0,0.46,10.2,No,10.2
ROBAM,246,4.0,ECO,195.0,0.43,12.0,No,12.0
Omega,293,3.0,ECO,180.0,-,10.981,No,10.981
Omega,293,3.0,ECO,180.0,-,10.981,No,10.981
Omega,293,3.0,ECO,180.0,-,10.981,No,10.981
Omega,293,3.0,ECO,180.0,-,10.981,No,10.981
ROBAM,246,4.0,ECO,195.0,0.43,12.0,No,12.0
ROBAM,246,4.0,ECO,195.0,0.43,12.0,No,12.0
WHIRLPOOL,230,4.0,ECO 50°,220.0,0.0,11.1,Yes,11.5
Glen Dimplex,263,4.0,Eco 45°,196.0,0.382,12.65,No,14.3
Milano,275,3.0,Eco,186.06,-,10.7,No,22.0
Milano,275,3.0,Eco,186.06,-,10.7,No,22.0
Milano,275,3.0,Eco,186.06,-,10.7,No,22.0
Milano,275,3.0,Eco,186.06,-,10.7,No,22.0
Milano,275,3.0,Eco,186.06,-,10.7,No,22.0
Milano,275,3.0,Eco,186.06,-,10.7,No,22.0
LG,246,4.0,Eco + Energy Saver,175.0,0.43,10.5,Yes,12.2
FISHER & PAYKEL,272,3.5,Normal Eco,175.0,0.53,11.44,No,11.5
FISHER & PAYKEL,272,3.5,Normal Eco,175.0,0.53,11.44,No,11.5
FISHER & PAYKEL,272,3.5,Normal Eco,175.0,0.53,11.44,No,11.5
Haier,246,4.0,Eco,235.0,1.11,11.67,No,12.2
Haier,246,4.0,Eco,235.0,1.11,11.67,No,12.2
Haier,246,4.0,Eco,235.0,1.11,11.67,No,12.2
Haier,246,4.0,Eco,235.0,1.11,11.67,No,12.2
SAMSUNG ELECTRONICS,244,4.0,Eco,229.0,0.49,10.7,Yes,10.7
SAMSUNG ELECTRONICS,244,4.0,Eco,229.0,0.49,10.7,Yes,10.7
SAMSUNG ELECTRONICS,244,4.0,Eco,229.0,0.49,10.7,Yes,10.7
SAMSUNG ELECTRONICS,244,4.0,Eco,229.0,0.49,10.7,Yes,10.7
SAMSUNG ELECTRONICS,244,4.0,Eco,229.0,0.49,10.7,Yes,10.7
FISHER & PAYKEL,136,3.5,Eco,204.0,0.318,6.743,No,6.9
FISHER & PAYKEL,136,3.5,Eco,204.0,0.318,6.743,No,6.9
FISHER & PAYKEL,136,3.5,Eco,204.0,0.318,6.743,No,6.9
FISHER & PAYKEL,136,3.5,Eco,204.0,0.318,6.743,No,6.9
FISHER & PAYKEL,136,3.5,Eco,204.0,0.318,6.743,No,6.9
FISHER & PAYKEL,136,3.5,Eco,204.0,0.318,6.743,No,6.9
FISHER & PAYKEL,136,3.5,Eco,204.0,0.318,6.743,No,6.9
FISHER & PAYKEL,136,3.5,Eco,204.0,0.318,6.743,No,6.9
FISHER & PAYKEL,136,3.5,Eco,204.0,0.318,6.743,No,6.9
FISHER & PAYKEL,136,3.5,Eco,204.0,0.318,6.743,No,6.9
FISHER & PAYKEL,136,3.5,Eco,204.0,0.318,6.743,No,6.9
FISHER & PAYKEL,136,3.5,Eco,204.0,0.318,6.743,No,6.9
FISHER & PAYKEL,136,3.5,Eco,204.0,0.318,6.743,No,6.9
FISHER & PAYKEL,136,3.5,Eco,204.0,0.318,6.743,No,6.9
FISHER & PAYKEL,136,3.5,Eco,204.0,0.318,6.743,No,6.9
FISHER & PAYKEL,136,3.5,Eco,204.0,0.318,6.743,No,6.9
FISHER & PAYKEL,136,3.5,Eco,204.0,0.318,6.743,No,6.9
FISHER & PAYKEL,136,3.5,Eco,204.0,0.318,6.743,No,6.9
FISHER & PAYKEL,136,3.5,Eco,204.0,0.318,6.743,No,6.9
FISHER & PAYKEL,136,3.5,Eco,204.0,0.318,6.743,No,6.9
FISHER & PAYKEL,136,3.5,Eco,204.0,0.318,6.743,No,6.9
FISHER & PAYKEL,136,3.5,Eco,204.0,0.318,6.743,No,6.9
FISHER & PAYKEL,136,3.5,Eco,204.0,0.318,6.743,No,6.9
FISHER & PAYKEL,136,3.5,Eco,204.0,0.318,6.743,No,6.9
FISHER & PAYKEL,136,3.5,Eco,204.0,0.318,6.743,No,6.9
FISHER & PAYKEL,136,3.5,Eco,204.0,0.318,6.743,No,6.9
FISHER & PAYKEL,136,3.5,Eco,204.0,0.318,6.743,No,6.9
FISHER & PAYKEL,136,3.5,Eco,204.0,0.318,6.743,No,6.9
FISHER & PAYKEL,136,3.5,Eco,204.0,0.318,6.743,No,6.9
FISHER & PAYKEL,136,3.5,Eco,204.0,0.318,6.743,No,6.9
FISHER & PAYKEL,136,3.5,Eco,204.0,0.318,6.743,No,6.9
FISHER & PAYKEL,136,3.5,Eco,204.0,0.318,6.743,No,6.9
Kogan,164,2.5,ECO,130.0,0.52,7.4,No,12.0
Kogan,164,2.5,ECO,130.0,0.52,7.4,No,12.0
Kogan,164,2.5,ECO,130.0,0.52,7.4,No,12.0
Kogan,164,2.5,ECO,130.0,0.52,7.4,No,12.0
Kogan,164,2.5,ECO,130.0,0.52,7.4,No,12.0
Kogan,164,2.5,ECO,130.0,0.52,7.4,No,12.0
BEKO,230,4.0,Eco 45 °C,212.0,0.18,12.26,No,12.3
BEKO,230,4.0,Eco 45 °C,212.0,0.18,12.26,No,12.3
BEKO,230,4.0,Eco 45 °C,212.0,0.18,12.26,No,12.3
SEIKI,280,3.0,ECO 50℃,295.0,0.47,8.8,No,8.8
SEIKI,280,3.0,ECO 50℃,295.0,0.47,8.8,No,8.8
Artusi,319,3.0,ECO,184.0,0.4,11.3,Yes,12.5
Artusi,319,3.0,ECO,184.0,0.4,11.3,Yes,12.5
Artusi,319,3.0,ECO,184.0,0.4,11.3,Yes,12.5
Artusi,319,3.0,ECO,184.0,0.4,11.3,Yes,12.5
Artusi,246,4.0,eco,204.0,0.43,12.0,No,12.0
Artusi,246,4.0,eco,204.0,0.43,12.0,No,12.0
Artusi,246,4.0,eco,204.0,0.43,12.0,No,12.0
Artusi,246,4.0,eco,204.0,0.43,12.0,No,12.0
Artusi,246,4.0,eco,204.0,0.43,12.0,No,12.0
SEIKI,280,3.0,ECO 50℃,295.0,0.47,8.8,No,8.8
Artusi,319,3.0,ECO,184.0,0.4,11.3,Yes,12.5
HISENSE,290,3.5,Eco 45 º,256.0,0.32,12.3,No,12.8
ASKO,268,3.5,ECO (auto door open default on),163.0,-,15.05,Yes,15.1
ASKO,268,3.5,ECO (auto door open default on),163.0,-,15.05,Yes,15.1
ASKO,268,3.5,ECO (auto door open default on),163.0,-,15.05,Yes,15.1
ASKO,268,3.5,ECO (auto door open default on),163.0,-,15.05,Yes,15.1
ASKO,268,3.5,ECO (auto door open default on),163.0,-,15.05,Yes,15.1
ASKO,268,3.5,ECO (auto door open default on),163.0,-,15.05,Yes,15.1
ASKO,268,3.5,ECO (auto door open default on),163.0,-,15.05,Yes,15.1
WHIRLPOOL,258,3.5,ECO 50 degree,191.0,0.33,13.347,Yes,13.5
Omega,295,3.0,ECO,175.0,0.49,12.3,No,12.5
ONIX,274,3.0,Normal,112.0,0.031,11.3,No,11.8
ONIX,208,3.0,Normal,110.0,0.035,9.2,No,9.4
WHIRLPOOL,230,4.0,ECO 50°,218.0,0.38,11.3,Yes,11.5
WHIRLPOOL,230,4.0,ECO 50°,218.0,0.38,11.3,Yes,11.5
WHIRLPOOL,230,4.0,ECO 50°,218.0,0.38,11.3,Yes,11.5
Euromaid,263,4.0,Eco 45°,196.0,0.382,12.65,No,14.3
Euromaid,263,4.0,Eco 45°,196.0,0.382,12.65,No,14.3
Euromaid,263,4.0,Eco 45°,196.0,0.382,12.65,No,14.3
WESTINGHOUSE,275,3.5,ECO,195.0,0.47,11.22,No,11.3
WESTINGHOUSE,275,3.5,ECO,195.0,0.47,11.22,No,11.3
WESTINGHOUSE,275,3.5,ECO,195.0,0.47,11.22,No,11.3
WESTINGHOUSE,246,4.0,ECO,239.0,0.413,10.95,No,11.0
WESTINGHOUSE,246,4.0,ECO,239.0,0.413,10.95,No,11.0
EUROMAID,319,3.0,ECO,180.0,0.50008,12.02,No,12.02
EUROMAID,319,3.0,ECO,180.0,0.50008,12.02,No,12.02
EUROMAID,319,3.0,ECO,180.0,0.50008,12.02,No,12.02
WESTINGHOUSE,275,3.5,ECO,195.0,0.47,11.22,No,11.3
WESTINGHOUSE,246,4.0,ECO,239.0,0.39,10.95,No,11.0
WESTINGHOUSE,246,4.0,ECO,239.0,0.39,10.95,No,11.0
WESTINGHOUSE,246,4.0,ECO,239.0,0.39,10.95,No,11.0
WESTINGHOUSE,246,4.0,ECO,239.0,0.413,10.95,No,11.0
WESTINGHOUSE,246,4.0,ECO,239.0,0.413,10.95,No,11.0
WESTINGHOUSE,246,4.0,ECO,239.0,0.413,10.95,No,11.0
WESTINGHOUSE,246,4.0,ECO,239.0,0.413,10.95,No,11.0
ELECTROLUX,255,3.5,ECO,185.0,0.5,10.41,No,23.3
MIELE,219,4.0,Eco,207.0,0.19,9.21,Yes,9.2
MIELE,219,4.0,Eco,207.0,0.19,9.21,Yes,9.2
MIELE,220,4.0,Eco,206.0,0.18,9.16,Yes,9.2
MIELE,220,4.0,Eco,206.0,0.18,9.16,Yes,9.2
MIELE,220,4.0,Eco,206.0,0.18,9.16,Yes,9.2
MIELE,220,4.0,Eco,206.0,0.18,9.16,Yes,9.2
MIELE,189,4.5,Eco,228.0,0.21,9.24,Yes,9.2
MIELE,189,4.5,Eco,228.0,0.21,9.24,Yes,9.2
MIELE,189,4.5,Eco,228.0,0.21,9.24,Yes,9.2
MIELE,189,4.5,Eco,228.0,0.21,9.24,Yes,9.2
MIELE,189,4.5,Eco,228.0,0.21,9.24,Yes,9.2
MIELE,189,3.5,Eco,218.0,0.18,9.02,Yes,9.0
MIELE,189,3.5,Eco,218.0,0.18,9.02,Yes,9.0
MIELE,189,3.5,Eco,218.0,0.18,9.02,Yes,9.0
Inalto,302,3.0,ECO,180.0,0.4,11.3,Yes,12.5
Inalto,302,3.0,ECO,180.0,0.4,11.3,Yes,12.5
EUROMAID,287,3.0,ECO,175.0,0.49,12.3,No,12.3
Technika,204,3.0,Normal,110.0,0.035,9.2,No,9.4
FISHER & PAYKEL,137,3.5,Eco,260.0,-,5.703,No,5.7
FISHER & PAYKEL,115,4.0,Eco,228.0,-,5.686,No,5.7
Inalto,302,3.0,ECO,180.0,0.4,11.3,Yes,12.5
Inalto,302,3.0,ECO,180.0,0.4,11.3,Yes,12.5
Haier,305,3.0,Eco,180.0,0.3,11.35,No,11.8
Haier,305,3.0,Eco,180.0,0.3,11.35,No,11.8
Haier,305,3.0,Eco,180.0,0.3,11.35,No,11.8
Haier,305,3.0,Eco,180.0,0.3,11.35,No,11.8
Haier,305,3.0,Eco,180.0,0.3,11.35,No,11.8
Haier,305,3.0,Eco,180.0,0.3,11.35,No,11.8
Devanti,189,3.5,ECO,209.4,0.478834,11.0,No,11.0
Solt,267,3.0,ECO,186.06,-,10.7,No,22.0
Solt,267,3.0,ECO,186.06,-,10.7,No,22.0
Solt,267,3.0,ECO,186.06,-,10.7,No,22.0
Solt,267,3.0,ECO,186.06,-,10.7,No,22.0
Solt,267,3.0,ECO,186.06,-,10.7,No,22.0
Solt,267,3.0,ECO,186.06,-,10.7,No,22.0
Solt,267,3.0,ECO,186.06,-,10.7,No,22.0
Solt,267,3.0,ECO,186.06,-,10.7,No,22.0
STIRLING,282,3.0,ECO,170.0,0.44,11.1,No,11.1
ASKO,190,4.5,ECO,195.0,-,11.28,No,11.3
ASKO,190,4.5,ECO,195.0,-,11.28,No,11.3
ASKO,190,4.5,ECO,195.0,-,11.28,No,11.3
Haier,206,4.5,Eco,303.0,1.1,10.71,No,11.1
Haier,206,4.5,Eco,303.0,1.1,10.71,No,11.1
Haier,206,4.5,Eco,303.0,1.1,10.71,No,11.1
Kogan,99,2.0,ECO,133.0,0.346,4.6,No,4.6
Kogan,99,2.0,ECO,133.0,0.346,4.6,No,4.6
Kogan,99,2.0,ECO,133.0,0.346,4.6,No,4.6
Kogan,99,2.0,ECO,133.0,0.346,4.6,No,4.6
Kogan,99,2.0,ECO,133.0,0.346,4.6,No,4.6
Midea,270,3.0,ECO,190.0,0.48,10.7,No,11.0
Midea,270,3.0,ECO,190.0,0.48,10.7,No,11.0
Midea,270,3.0,ECO,190.0,0.48,10.7,No,11.0
Midea,320,3.0,ECO,180.0,0.50008,12.02,No,11.0
Midea,320,3.0,ECO,180.0,0.50008,12.02,No,11.0
Midea,320,3.0,ECO,180.0,0.50008,12.02,No,11.0
MIDEA,320,3.0,ECO,180.0,0.4999,12.03,No,12.03
MIDEA,280,3.5,eco,192.0,0.679,12.48,No,12.48
MIDEA,280,3.5,eco,192.0,0.679,12.48,No,12.48
Smeg,230,4.0,Normal Eco + Dry Assist,258.0,0.43,11.27,Yes,11.27
Smeg,230,4.0,Normal Eco + Dry Assist,258.0,0.43,11.27,Yes,11.27
Smeg,230,4.0,Normal Eco + Dry Assist,258.0,0.43,11.27,Yes,11.27
Smeg,230,4.0,Normal Eco + Dry Assist,258.0,0.43,11.27,Yes,11.27
Smeg,230,4.0,Normal Eco + Dry Assist,258.0,0.43,11.27,Yes,11.27
Smeg,230,4.0,Normal Eco + Dry Assist,258.0,0.43,11.27,Yes,11.27
Smeg,230,4.0,Normal Eco + Dry Assist,258.0,0.43,11.27,Yes,11.27
Smeg,230,4.0,Normal Eco + Dry Assist,258.0,0.43,11.27,Yes,11.27
Smeg,230,4.0,Normal Eco + Dry Assist,258.0,0.43,11.27,Yes,11.27
Smeg,230,4.0,Normal Eco + Dry Assist,258.0,0.43,11.27,Yes,11.27
MIDEA,280,3.5,eco,192.0,0.679,12.48,No,12.48
Solt,293,3.0,ECO,180.0,-,10.981,No,10.981
Solt,293,3.0,ECO,180.0,-,10.981,No,10.981
Solt,293,3.0,ECO,180.0,-,10.981,No,10.981
Solt,293,3.0,ECO,180.0,-,10.981,No,10.981
COMFEE,270,3.0,ECO,186.0,-,10.7,No,10.7
COMFEE,270,3.0,ECO,186.0,-,10.7,No,10.7
COMFEE,270,3.0,ECO,186.0,-,10.7,No,10.7
MIDEA,210,3.0,ECO,182.0,0.47,10.9,No,10.9
MIDEA,210,3.0,ECO,182.0,0.47,10.9,No,10.9
MIDEA,210,3.0,ECO,182.0,0.47,10.9,No,10.9
Master Kitchen,280,3.5,ECO,191.16,0.679,12.48,No,12.48
Master Kitchen,280,3.5,ECO,191.16,0.679,12.48,No,12.48
Master Kitchen,280,3.5,ECO,191.16,0.679,12.48,No,12.48